what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570407708
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570411633
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570420662
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570420876
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570420922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570422735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570431051
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1492570432904
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1492570435986
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1492570443952
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1492570445816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570449755
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570449855
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570449891
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570453143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570453280
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570455571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570455677
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570468743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570470283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570473224
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1492570507764
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1492570508119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1492570508420
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570512073
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570512188
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570520009
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570520132
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570523903
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570524040
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570536025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570544237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570551154
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570551271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570555925
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570556033
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1492570574855
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1492570577169
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570580932
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1492570583529
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1492570583665
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1492570583731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570583774
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570588624
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570588864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570591980
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1492570592485
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1492570595060
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570599357
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570602051
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570602051
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570609130
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570609253
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570612918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570613031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570617465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570617602
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570625337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1492570633285
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1492570638718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570645908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570646006
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1492570647786
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570648934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1492570650170
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570652599
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570652705
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570656468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570656576
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1492570659324
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570663680
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570663681
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570664529
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570664529
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570665881
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492570665881
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1492570668535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570682769
started,bundle,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.ui",1492570689034
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1492570689072
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570689215
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1492570689237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570694585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570705225
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1492570709104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492570709208
