what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1492579732387
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579734691
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579737611
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579737623
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579738446
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1492579738473
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1492579738507
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1492579741099
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492579744487
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1492579754170
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1492579754250
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1492579754294
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.J2EEPerspective",1492579756394
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.debug",1492579760066
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1492579760884
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579761713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579762571
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1492579762576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579773436
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579832684
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579848839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579948728
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492579953239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492579967618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492580035891
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1492580048380
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492580083319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492580348893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492580368360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492580379392
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1492580379401
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492580379682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492580383473
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492580390518
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492580393669
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492580393924
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492580393991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492580420542
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492581017591
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492581020317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492581047403
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492581049909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492582618593
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1492582621865
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.stop",1492582627061
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1492582627564
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1492582627647
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1492582627724
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1492582630961
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1492582635582
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492582635898
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492582653620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492582676976
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1492582679892
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492582685868
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492582685918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492582697002
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492582746516
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1492582757463
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1492582758833
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492582759055
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1492582763716
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1492582764953
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492582766842
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492582769142
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1492582771157
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492582771211
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1492582771211
